SOS_VoterID,firstname,lastname,streetnumber,streetname,address,city,county,precinct_raw,party,sex,age,subdivision
7009423,Omar,Patel,8500,Magnolia St,8500 Magnolia St, LAKESIDE ,Northgate,30,DEM,F,69,
7001537,Yuki,Smith,6841,Hawthorn Ct,6841 Hawthorn Ct,Lakeside,Northgate,30,IND,F,63,OAK HOLLOW UNIT 3
7003509,John,Park,6975,Cypress Way,6975 Cypress Way,LAKESIDE,Southfield,030,LIB,M,28,WILLOW CREEK PHASE TWO (CFR)
7001063,Wei,Wang,2290,Oak Ct,2290 Oak Ct,LAKESIDE,Southfield,120,Independent,,26,
7005196,Mei,Rossi,8563,Birch Blvd,8563 Birch Blvd,RIVERTON,Northgate,45,REP,U,44,
7002197,Aisha,Garcia,1837,Juniper Ct,1837 Juniper Ct,lakeside,Southfield,130,,F,34,RIVERWALK
7001330,John,Anderson,4901,Willow Dr,4901 Willow Dr,LAKESIDE,Northgate,30,IND,F,150,OAK HOLLOW UNIT 3
7003825,Ama,Mensah,5111,Oak Dr,5111 Oak Dr,PINEHURST,Northgate,45,GRN,F,60,
7008638,Wei,Park,8080,Oak Dr,8080 Oak Dr, LAKESIDE ,Northgate,253,LIB,,35,PRESTON RIDGE SECTION 2
7002940,Kofi,Nguyen,3325,Willow Dr,3325 Willow Dr,Lakeside,Southfield,015,NPA,F,44,MEADOWS PHASE ONE
7003329,Aisha,Thomas,821,Maple Way,821 Maple Way,LAKESIDE,Northgate,30,REP,M,66,STONEBRIAR
7003670,Yuki,Singh,5744,Dogwood Trl,5744 Dogwood Trl,LAKESIDE,Northgate,30,DEM,,31,
7001166,Olivia,Thomas,3206,Pine Trl,3206 Pine Trl,OAKDALE,Southfield,030,,F,21,
7007441,Aisha,Mensah,268,Willow Dr,268 Willow Dr,LAKESIDE,Southfield,015,DEM,,46,HARBOR LANDING (CFR)
7001830,Yuki,Patel,4993,Sycamore Blvd,4993 Sycamore Blvd,LAKESIDE,Southfield,210,REP,,77,RIVERWALK
7002244,Michael,Garcia,7758,Pine Ln,7758 Pine Ln,lakeside,Northgate,45,GRN,U,31,
7004649,Omar,Khan,9733,Cypress Ct,9733 Cypress Ct,LAKESIDE,Northgate,110,Independent,U,55,HARBOR LANDING (CFR)
7001677,Patricia,Singh,5768,Magnolia Dr,5768 Magnolia Dr,LAKESIDE,Northgate,253,DEM,U,89,THE MEADOWS
7009202,James,Patel,1626,Cypress St,1626 Cypress St, LAKESIDE ,Southfield,264,DEM,F,64,STONEBRIAR SEC 7 (CPL)
7000080,Patricia,Rodriguez,9105,Aspen Trl,9105 Aspen Trl,LAKESIDE,Southfield,015,LIB,M,65,
7000655,Linda,Martinez,3616,Birch Ln,3616 Birch Ln,LAKESIDE,Southfield,210,DEM,F,86,
7007160,Sofia,Cohen,208,Cypress Blvd,208 Cypress Blvd,lakeside,Southfield,264,DEM,F,45,AUTUMN GROVE PHASE FOUR
7002140,Linda,Cohen,100,Birch Ln,100 Birch Ln, LAKESIDE ,Northgate,30,DEM,F,41,STONEBRIAR
7006619,Emma,Wang,1305,Willow Blvd,1305 Willow Blvd,Lakeside,Southfield,264,NPA,F,65,OAK HOLLOW UNIT 5
7000482,Maria,Okafor,2556,Oak Ln,2556 Oak Ln,LAKESIDE,Southfield,130,REP,,89,
7005504,Raj,Rossi,9256,Juniper St,9256 Juniper St,Lakeside,Southfield,015,Independent,M,67,THE MEADOWS
7009110,Liam,Mensah,2392,Pine Way,2392 Pine Way,LAKESIDE,Southfield,210,IND,F,36,STONEBRIAR SECTION 4
7000644,David,Khan,6851,Dogwood Dr,6851 Dogwood Dr,lakeside,Northgate,20,LIB,U,25,HARBOR LANDING (CFR)
7003482,Linda,Hernandez,7817,Hawthorn Dr,7817 Hawthorn Dr,LAKESIDE,Northgate,30,REP,F,41,OAK HOLLOW UNIT 3
7000156,Robert,Thomas,7121,Cedar Way,7121 Cedar Way,lakeside,Southfield,015,REP,,84,HARBOR LANDING (CFR)
7003417,Priya,Khan,746,Pine St,746 Pine St,LAKESIDE,Northgate,30,IND,F,58,OAK HOLLOW UNIT 3
7006830,Michael,Hernandez,2582,Birch Ln,2582 Birch Ln,LAKESIDE,Northgate,45,U,F,47,STONEBRIAR
7002369,Mei,Lee,3996,Cypress Dr,3996 Cypress Dr,LAKESIDE,Northgate,20,DEM,F,54,
7000466,Mateo,Wilson,9208,Cypress Ct,9208 Cypress Ct,LAKESIDE,Southfield,015,IND,,18,OAK HOLLOW UNIT 5
7000884,Aisha,Mensah,5441,Hawthorn Ct,5441 Hawthorn Ct,LAKESIDE,Southfield,030,LIB,F,71,THE MEADOWS
7002041,Liam,Smith,5299,Dogwood Ln,5299 Dogwood Ln,Lakeside,Southfield,130,U,M,80,
7006540,Priya,Patel,3781,Magnolia Dr,3781 Magnolia Dr,LAKESIDE,Southfield,130,Independent,F,85,WILLOW CREEK PH 3
7007024,Wei,Anderson,1344,Elm Blvd,1344 Elm Blvd,PINEHURST,Southfield,075,REP,M,46,THE MEADOWS
7000149,Hana,Patel,7050,Dogwood Blvd,7050 Dogwood Blvd,lakeside,Northgate,110,,F,87,WILLOW CREEK PHASE TWO (CFR)
7001440,Aisha,Anderson,2352,Elm Ln,2352 Elm Ln, LAKESIDE ,Northgate,30,REP,U,51,HARBOR LANDING
7003471,Elizabeth,Ali,2479,Sycamore Ct,2479 Sycamore Ct,LAKESIDE,Southfield,130,IND,,35,OAK HOLLOW UNIT 5
7009591,Raj,Lee,9578,Elm Blvd,9578 Elm Blvd,RIVERTON,Northgate,10,,M,86,MEADOWS PHASE ONE
7003452,Wei,Wilson,2103,Elm Dr,2103 Elm Dr,LAKESIDE,Northgate,10,NPA,U,68,PRESTON RIDGE
7009821,Elizabeth,Martinez,1290,Elm Blvd,1290 Elm Blvd,LAKESIDE,Northgate,253,DEM,,66,STONEBRIAR
7002781,Fatima,Hernandez,2030,Juniper St,2030 Juniper St, LAKESIDE ,Southfield,130,NPA,M,12,HARBOR LANDING
7006361,Olivia,Martinez,6003,Juniper Blvd,6003 Juniper Blvd,LAKESIDE,Southfield,210,REP,M,82,MEADOWS PHASE ONE
7009281,Linda,Nguyen,9947,Pine Dr,9947 Pine Dr,Lakeside,Northgate,110,REP,M,69,WILLOW CREEK PHASE TWO (CFR)
7001586,Robert,Garcia,4146,Sycamore Ct,4146 Sycamore Ct,Lakeside,Northgate,110,REP,F,28,
7003998,Aisha,Brown,277,Cypress Ln,277 Cypress Ln,Lakeside,Southfield,130,Independent,U,41,
7002429,Linda,Hernandez,5098,Juniper St,5098 Juniper St,LAKESIDE,Southfield,075,NPA,F,86,PRESTON RIDGE
7004851,Fatima,Garcia,4985,Hawthorn Trl,4985 Hawthorn Trl,LAKESIDE,Southfield,130,U,F,22,OAK HOLLOW UNIT 3
7003925,Linda,Smith,4907,Elm Trl,4907 Elm Trl, LAKESIDE ,Northgate,30,DEM,F,44,HARBOR LANDING (CFR)
7006456,Yuki,Mensah,6152,Cedar Ln,6152 Cedar Ln,LAKESIDE,Northgate,220,NPA,F,62,
7005036,Raj,Mensah,5829,Cedar Ln,5829 Cedar Ln,Lakeside,Southfield,015,,F,86,AUTUMN GROVE PHASE FOUR
7002033,Mei,Davis,330,Cypress St,330 Cypress St,LAKESIDE,Northgate,220,U,F,54,PRESTON RIDGE SECTION 2
7001642,Jennifer,Patel,2160,Dogwood Ct,2160 Dogwood Ct,LAKESIDE,Northgate,253,Independent,,47,STONEBRIAR SECTION 4
7003748,James,Wang,6822,Aspen Ln,6822 Aspen Ln,lakeside,Southfield,130,REP,U,18,
7007643,Robert,Smith,8906,Hawthorn St,8906 Hawthorn St,LAKESIDE,Southfield,130,DEM,U,30,OAK HOLLOW UNIT 3
7000528,Maria,Nguyen,9989,Oak Ln,9989 Oak Ln,RIVERTON,Southfield,015,DEM,U,68,STONEBRIAR SEC 7 (CPL)
7007381,Ama,Khan,4837,Cypress Way,4837 Cypress Way, LAKESIDE ,Southfield,130,Independent,M,56,STONEBRIAR SEC 7 (CPL)
7003761,Jose,Nguyen,7142,Birch Trl,7142 Birch Trl,LAKESIDE,Southfield,030,,M,22,AUTUMN GROVE PHASE FOUR
7003515,Robert,Park,9031,Cedar Trl,9031 Cedar Trl,LAKESIDE,Northgate,20,Independent,,49,AUTUMN GROVE PHASE FOUR
7000968,Jose,Martinez,1778,Oak Ln,1778 Oak Ln,LAKESIDE,Southfield,015,IND,,45,STONEBRIAR SEC 7 (CPL)
7002425,Yuki,Smith,3648,Birch Dr,3648 Birch Dr,Lakeside,Northgate,253,U,U,74,PRESTON RIDGE SECTION 2
7000433,Yuki,Nguyen,759,Juniper St,759 Juniper St,LAKESIDE,Southfield,210,Independent,M,51,HARBOR LANDING (CFR)
7004393,Patricia,Rossi,7047,Magnolia Trl,7047 Magnolia Trl,lakeside,Southfield,030,DEM,F,45,PRESTON RIDGE
7003433,John,Khan,8315,Magnolia Ct,8315 Magnolia Ct,LAKESIDE,Northgate,30,NPA,U,32,OAK HOLLOW UNIT 3
7004883,Wei,Brown,6905,Hawthorn Blvd,6905 Hawthorn Blvd,lakeside,Southfield,264,Independent,F,31,STONEBRIAR SEC 7 (CPL)
7006534,Linda,Okafor,1089,Cypress Ln,1089 Cypress Ln,lakeside,Northgate,45,U,M,52,
7001027,Omar,Johnson,6665,Cypress Trl,6665 Cypress Trl,LAKESIDE,Northgate,45,,F,,MEADOWS PHASE ONE
7003538,Fatima,Wilson,6244,Oak Ct,6244 Oak Ct,lakeside,Southfield,015,NPA,U,75,WILLOW CREEK
7008565,Ama,Smith,4657,Elm Ln,4657 Elm Ln,LAKESIDE,Northgate,30,DEM,M,12,WILLOW CREEK PH 3
7003885,Mary,Nguyen,3264,Juniper St,3264 Juniper St,lakeside,Southfield,210,DEM,F,35,MEADOWS PHASE ONE
7004072,Mary,Lee,8959,Pine St,8959 Pine St,lakeside,Southfield,120,IND,,20,OAK HOLLOW UNIT 3
7003137,Wei,Anderson,4692,Magnolia St,4692 Magnolia St,LAKESIDE,Northgate,30,DEM,U,18,OAK HOLLOW UNIT 3
7002881,Hana,Nguyen,5764,Hawthorn Blvd,5764 Hawthorn Blvd,LAKESIDE,Northgate,10,IND,F,84,PRESTON RIDGE SECTION 2
7007401,David,Smith,4950,Cedar Way,4950 Cedar Way,LAKESIDE,Northgate,30,NPA,M,63,
7004625,Hana,Cohen,8373,Dogwood Ln,8373 Dogwood Ln,LAKESIDE,Northgate,20,GRN,F,27,AUTUMN GROVE PHASE FOUR
7003891,Fatima,Patel,4053,Willow Trl,4053 Willow Trl,LAKESIDE,Southfield,015,REP,F,75,
7007009,Linda,Ali,6935,Sycamore St,6935 Sycamore St,LAKESIDE,Southfield,130,IND,F,78,RIVERWALK
7002387,Sofia,Davis,415,Birch Ct,415 Birch Ct,LAKESIDE,Northgate,45,REP,F,29,WILLOW CREEK PH 3
7008043,Sofia,Hernandez,1008,Hawthorn Dr,1008 Hawthorn Dr,RIVERTON,Northgate,110,DEM,M,19,STONEBRIAR SEC 7 (CPL)
7006762,Linda,Patel,932,Cypress Blvd,932 Cypress Blvd,LAKESIDE,Southfield,264,DEM,,56,
7005385,Linda,Hernandez,5290,Maple Trl,5290 Maple Trl,LAKESIDE,Northgate,253,Independent,F,49,
7006413,Noah,Khan,2408,Elm Ct,2408 Elm Ct,LAKESIDE,Northgate,10,GRN,M,40,
7007268,Olivia,Smith,9835,Magnolia Way,9835 Magnolia Way, LAKESIDE ,Northgate,20,REP,M,78,PRESTON RIDGE
7002690,Robert,Nguyen,3742,Magnolia St,3742 Magnolia St,LAKESIDE,Northgate,30,,U,32,PRESTON RIDGE
7005960,Maria,Lee,3801,Dogwood Way,3801 Dogwood Way,LAKESIDE,Southfield,210,GRN,U,74,
7007699,Carlos,Singh,9401,Oak Ct,9401 Oak Ct, LAKESIDE ,Southfield,015,,F,33,RIVERWALK PH 1
7005834,Patricia,Patel,678,Maple Trl,678 Maple Trl,lakeside,Northgate,10,U,,32,STONEBRIAR
7003499,Noah,Anderson,4890,Magnolia Blvd,4890 Magnolia Blvd,LAKESIDE,Southfield,015,REP,U,57,STONEBRIAR SECTION 4
7005265,Patricia,Singh,3908,Oak Blvd,3908 Oak Blvd,LAKESIDE,Southfield,075,REP,F,19,WILLOW CREEK
7001011,Mary,Park,8550,Maple Trl,8550 Maple Trl,LAKESIDE,Southfield,130,U,F,69,OAK HOLLOW UNIT 5
7007740,James,Anderson,472,Cypress Dr,472 Cypress Dr,PINEHURST,Northgate,30,DEM,U,77,OAK HOLLOW UNIT 3
7003745,Mei,Nguyen,8408,Birch St,8408 Birch St,LAKESIDE,Southfield,210,IND,,66,STONEBRIAR
7002181,Wei,Park,4687,Cypress Ln,4687 Cypress Ln,LAKESIDE,Northgate,45,DEM,M,51,WILLOW CREEK
7002472,David,Lee,7278,Birch Trl,7278 Birch Trl,LAKESIDE,Northgate,30,IND,,55,WILLOW CREEK
7008193,Priya,Smith,3324,Willow Ct,3324 Willow Ct, LAKESIDE ,Northgate,10,REP,M,85,MEADOWS PHASE ONE
7004234,Emma,Park,7918,Oak Ln,7918 Oak Ln, LAKESIDE ,Southfield,130,Independent,M,18,
7005799,Linda,Davis,242,Aspen Trl,242 Aspen Trl, LAKESIDE ,Southfield,030,Independent,M,52,OAK HOLLOW UNIT 3
7003015,Priya,Ali,4106,Cypress St,4106 Cypress St,LAKESIDE,Southfield,015,REP,,77,WILLOW CREEK
7001607,Liam,Ali,5028,Hawthorn Ct,5028 Hawthorn Ct,LAKESIDE,Northgate,45,U,,59,
7003586,Olivia,Khan,9961,Elm Ln,9961 Elm Ln,LAKESIDE,Southfield,015,U,F,60,
7003897,Yuki,Martinez,7112,Birch Way,7112 Birch Way,LAKESIDE,Northgate,10,NPA,M,71,RIVERWALK PH 1
7002594,Linda,Smith,6649,Dogwood Dr,6649 Dogwood Dr,Lakeside,Southfield,030,DEM,U,150,RIVERWALK
7003512,Patricia,Martinez,8774,Sycamore Blvd,8774 Sycamore Blvd,LAKESIDE,Northgate,30,,U,,HARBOR LANDING
7003743,Mary,Nguyen,4822,Cypress Ln,4822 Cypress Ln,OAKDALE,Northgate,45,REP,,35,PRESTON RIDGE SECTION 2
7009199,Carlos,Lee,3089,Magnolia Dr,3089 Magnolia Dr, LAKESIDE ,Southfield,075,GRN,F,22,MEADOWS PHASE ONE
7008738,Elizabeth,Rossi,9337,Hawthorn Blvd,9337 Hawthorn Blvd, LAKESIDE ,Southfield,210,DEM,M,91,OAK HOLLOW UNIT 5
7004540,Yuki,Anderson,7056,Cedar Way,7056 Cedar Way,LAKESIDE,Southfield,075,,F,22,WILLOW CREEK
7003923,Sofia,Cohen,2221,Hawthorn Blvd,2221 Hawthorn Blvd,LAKESIDE,Southfield,075,NPA,M,73,WILLOW CREEK
7004277,Mateo,Johnson,5986,Willow Blvd,5986 Willow Blvd,LAKESIDE,Northgate,45,Independent,F,42,OAK HOLLOW UNIT 5
7003269,Kofi,Wang,3963,Dogwood Ln,3963 Dogwood Ln,lakeside,Southfield,030,LIB,U,85,
7008839,Robert,Thomas,8372,Willow Ln,8372 Willow Ln,Lakeside,Southfield,120,U,M,55,WILLOW CREEK
7006674,Fatima,Rossi,9215,Elm St,9215 Elm St,LAKESIDE,Northgate,220,REP,M,65,MEADOWS PHASE ONE
7006551,Michael,Singh,3307,Birch Ln,3307 Birch Ln, LAKESIDE ,Southfield,130,REP,M,55,
7008545,Robert,Park,2284,Birch Blvd,2284 Birch Blvd,Lakeside,Northgate,220,U,F,34,
7004110,Fatima,Smith,9236,Dogwood Ct,9236 Dogwood Ct,LAKESIDE,Northgate,10,LIB,F,72,MEADOWS PHASE ONE
7001981,Aisha,Rossi,6316,Maple Dr,6316 Maple Dr,lakeside,Northgate,110,DEM,,23,RIVERWALK
7001088,Liam,Wilson,3953,Pine St,3953 Pine St,RIVERTON,Northgate,110,IND,F,25,WILLOW CREEK PH 3
7004250,David,Wilson,6317,Birch St,6317 Birch St,Lakeside,Northgate,110,GRN,F,55,WILLOW CREEK PH 3
7006905,Omar,Khan,7790,Elm Dr,7790 Elm Dr,LAKESIDE,Northgate,45,U,M,45,WILLOW CREEK
7006101,Noah,Mensah,5035,Dogwood Blvd,5035 Dogwood Blvd,Lakeside,Northgate,10,REP,M,51,PRESTON RIDGE
7007476,Omar,Khan,2310,Maple Trl,2310 Maple Trl,LAKESIDE,Northgate,253,NPA,F,44,HARBOR LANDING
7000279,Fatima,Ali,3810,Cedar Way,3810 Cedar Way, LAKESIDE ,Northgate,110,REP,F,86,THE MEADOWS
7007235,Mateo,Wang,4549,Sycamore Ln,4549 Sycamore Ln,Lakeside,Northgate,45,DEM,M,83,STONEBRIAR SECTION 4
7003981,Mary,Martinez,1468,Magnolia Way,1468 Magnolia Way,LAKESIDE,Southfield,130,LIB,F,31,WILLOW CREEK PH 3
7009553,Mary,Johnson,7307,Magnolia Ct,7307 Magnolia Ct,LAKESIDE,Southfield,120,GRN,U,68,STONEBRIAR SEC 7 (CPL)
7001453,Yuki,Brown,5099,Oak Way,5099 Oak Way,RIVERTON,Southfield,130,LIB,M,39,MEADOWS PHASE ONE
7008724,Fatima,Hernandez,3740,Maple Way,3740 Maple Way,lakeside,Southfield,030,Independent,M,21,RIVERWALK PH 1
7000856,James,Davis,9274,Juniper Dr,9274 Juniper Dr,LAKESIDE,Northgate,45,DEM,F,45,STONEBRIAR SEC 7 (CPL)
7009626,Aisha,Park,7390,Magnolia Ct,7390 Magnolia Ct,LAKESIDE,Southfield,030,IND,U,21,OAK HOLLOW UNIT 5
7007449,Mei,Davis,3448,Sycamore St,3448 Sycamore St, LAKESIDE ,Southfield,210,REP,,89,HARBOR LANDING (CFR)
7001923,Hana,Ali,9733,Birch Dr,9733 Birch Dr, LAKESIDE ,Southfield,075,REP,U,22,
7009362,Patricia,Okafor,5176,Sycamore Ct,5176 Sycamore Ct,LAKESIDE,Northgate,45,,F,83,PRESTON RIDGE
7003047,Wei,Johnson,2995,Cypress Blvd,2995 Cypress Blvd, LAKESIDE ,Southfield,075,DEM,F,57,HARBOR LANDING
7003455,Fatima,Garcia,1110,Sycamore Dr,1110 Sycamore Dr,Lakeside,Southfield,075,LIB,U,80,HARBOR LANDING (CFR)
7008260,Sofia,Smith,3849,Cypress Blvd,3849 Cypress Blvd,LAKESIDE,Southfield,120,U,F,79,WILLOW CREEK PHASE TWO (CFR)
7002174,Emma,Rodriguez,8286,Magnolia Ct,8286 Magnolia Ct,LAKESIDE,Northgate,30,U,U,71,MEADOWS PHASE ONE
7009712,James,Ali,1994,Pine Ct,1994 Pine Ct,RIVERTON,Southfield,015,,F,83,HARBOR LANDING
7006877,Elizabeth,Rossi,5433,Cypress Blvd,5433 Cypress Blvd,lakeside,Southfield,130,GRN,U,38,
7007950,Sofia,Patel,8425,Cypress Ct,8425 Cypress Ct,Lakeside,Southfield,120,NPA,M,42,MEADOWS PHASE ONE
7008690,Kofi,Rossi,2130,Hawthorn Trl,2130 Hawthorn Trl, LAKESIDE ,Southfield,130,REP,F,89,PRESTON RIDGE SECTION 2
7009087,Linda,Davis,8761,Birch Way,8761 Birch Way, LAKESIDE ,Northgate,45,LIB,F,22,WILLOW CREEK PHASE TWO (CFR)
7008205,Carlos,Cohen,7788,Maple Dr,7788 Maple Dr,LAKESIDE,Southfield,075,REP,M,51,WILLOW CREEK
7008531,Jose,Johnson,6332,Oak Trl,6332 Oak Trl,LAKESIDE,Northgate,253,REP,M,34,MEADOWS PHASE ONE
7004703,Raj,Anderson,4052,Sycamore St,4052 Sycamore St,LAKESIDE,Northgate,253,IND,,55,STONEBRIAR SEC 7 (CPL)
7003919,Mei,Lee,4652,Hawthorn St,4652 Hawthorn St, LAKESIDE ,Northgate,10,DEM,F,79,HARBOR LANDING (CFR)
7009724,Mateo,Brown,4983,Willow Way,4983 Willow Way,LAKESIDE,Southfield,120,REP,,,OAK HOLLOW UNIT 5
7009376,Sofia,Mensah,3550,Cedar Ln,3550 Cedar Ln,lakeside,Northgate,30,REP,F,44,
7008218,Mateo,Thomas,1306,Hawthorn Ln,1306 Hawthorn Ln,LAKESIDE,Northgate,45,DEM,M,54,MEADOWS PHASE ONE
7000264,Yuki,Okafor,6254,Willow Dr,6254 Willow Dr, LAKESIDE ,Southfield,210,GRN,U,24,WILLOW CREEK PH 3
7003243,Kofi,Nguyen,5109,Aspen St,5109 Aspen St,LAKESIDE,Southfield,015,LIB,F,39,STONEBRIAR SEC 7 (CPL)
7000496,Noah,Wilson,335,Cypress Way,335 Cypress Way,lakeside,Northgate,30,U,F,73,HARBOR LANDING
7004246,Patricia,Wilson,9365,Sycamore Blvd,9365 Sycamore Blvd,LAKESIDE,Southfield,130,LIB,,77,RIVERWALK PH 1
7005917,David,Patel,2559,Sycamore Ct,2559 Sycamore Ct,RIVERTON,Northgate,45,DEM,U,19,MEADOWS PHASE ONE
7002546,Wei,Johnson,4515,Magnolia St,4515 Magnolia St,LAKESIDE,Southfield,015,U,F,35,
7009265,Mary,Ali,6823,Juniper Ln,6823 Juniper Ln,LAKESIDE,Southfield,210,,,78,
7003902,Carlos,Wang,341,Dogwood Ln,341 Dogwood Ln,lakeside,Northgate,45,REP,F,74,AUTUMN GROVE PHASE FOUR
7005806,Omar,Brown,8529,Maple Blvd,8529 Maple Blvd,LAKESIDE,Northgate,110,REP,F,85,STONEBRIAR
7002001,Linda,Davis,4436,Elm St,4436 Elm St,LAKESIDE,Northgate,220,DEM,U,76,
7006955,Carlos,Khan,1681,Dogwood St,1681 Dogwood St,LAKESIDE,Northgate,110,IND,U,26,HARBOR LANDING (CFR)
7000860,Olivia,Brown,7000,Maple Ln,7000 Maple Ln,OAKDALE,Southfield,015,REP,F,0,HARBOR LANDING (CFR)
7004767,James,Rodriguez,6144,Juniper Trl,6144 Juniper Trl,Lakeside,Southfield,120,DEM,,51,
7005303,Linda,Mensah,3539,Cedar Blvd,3539 Cedar Blvd,LAKESIDE,Northgate,220,Independent,F,32,WILLOW CREEK PHASE TWO (CFR)
7001257,Mei,Wang,625,Sycamore Blvd,625 Sycamore Blvd,LAKESIDE,Northgate,220,DEM,F,46,RIVERWALK
7007362,Jose,Patel,2508,Oak Ct,2508 Oak Ct,LAKESIDE,Southfield,210,Independent,U,52,STONEBRIAR SEC 7 (CPL)
7005731,Fatima,Martinez,4777,Willow Blvd,4777 Willow Blvd, LAKESIDE ,Southfield,264,DEM,F,28,HARBOR LANDING (CFR)
7007698,Noah,Rossi,631,Aspen Dr,631 Aspen Dr, LAKESIDE ,Northgate,20,IND,M,79,
7000327,Noah,Patel,6142,Pine St,6142 Pine St,lakeside,Northgate,10,DEM,F,37,HARBOR LANDING (CFR)
7006585,Raj,Wang,7996,Sycamore Ct,7996 Sycamore Ct, LAKESIDE ,Southfield,075,IND,,79,MEADOWS PHASE ONE
7006113,Sofia,Wilson,6742,Aspen Ln,6742 Aspen Ln,LAKESIDE,Southfield,120,LIB,F,29,PRESTON RIDGE SECTION 2
7004762,Liam,Cohen,9269,Cypress Blvd,9269 Cypress Blvd,Lakeside,Northgate,20,U,U,74,WILLOW CREEK
7009733,Omar,Hernandez,7022,Cypress Way,7022 Cypress Way,LAKESIDE,Southfield,120,REP,M,57,PRESTON RIDGE
7008502,Mei,Thomas,4083,Sycamore Blvd,4083 Sycamore Blvd,lakeside,Southfield,210,REP,F,38,
7003977,Omar,Nguyen,9743,Elm Blvd,9743 Elm Blvd,Lakeside,Southfield,264,NPA,U,71,STONEBRIAR SEC 7 (CPL)
7003510,Aisha,Davis,403,Elm Dr,403 Elm Dr,RIVERTON,Northgate,110,Independent,U,,OAK HOLLOW UNIT 5
7009785,Sofia,Nguyen,6806,Oak Way,6806 Oak Way,LAKESIDE,Northgate,10,DEM,,21,MEADOWS PHASE ONE
7005199,Yuki,Patel,4017,Sycamore Dr,4017 Sycamore Dr,lakeside,Southfield,130,GRN,F,66,WILLOW CREEK PH 3
7003236,Ama,Smith,1168,Sycamore Way,1168 Sycamore Way,lakeside,Northgate,45,DEM,M,76,AUTUMN GROVE PHASE FOUR
7001451,Ama,Brown,9684,Hawthorn Way,9684 Hawthorn Way, LAKESIDE ,Northgate,20,REP,M,59,HARBOR LANDING (CFR)
7008880,Linda,Park,8835,Pine Blvd,8835 Pine Blvd,Lakeside,Northgate,20,REP,F,47,AUTUMN GROVE PHASE FOUR
7004328,Yuki,Rossi,5630,Sycamore Trl,5630 Sycamore Trl,LAKESIDE,Northgate,20,GRN,M,56,RIVERWALK PH 1
7005195,Robert,Okafor,3236,Hawthorn Ct,3236 Hawthorn Ct,lakeside,Northgate,10,NPA,,91,PRESTON RIDGE
7008629,Carlos,Anderson,1170,Pine Ct,1170 Pine Ct,Lakeside,Northgate,20,REP,,20,WILLOW CREEK PHASE TWO (CFR)
7000079,Linda,Wang,8452,Maple Dr,8452 Maple Dr,Lakeside,Northgate,45,DEM,M,74,STONEBRIAR SEC 7 (CPL)
7008688,Raj,Ali,3453,Birch Blvd,3453 Birch Blvd,OAKDALE,Northgate,45,U,U,35,WILLOW CREEK PHASE TWO (CFR)
7009686,Linda,Ali,6443,Maple Ct,6443 Maple Ct,Lakeside,Southfield,210,REP,U,26,THE MEADOWS
7003849,Wei,Park,6388,Dogwood St,6388 Dogwood St,lakeside,Southfield,120,DEM,F,58,HARBOR LANDING
7002811,Elizabeth,Martinez,9543,Dogwood St,9543 Dogwood St,Lakeside,Northgate,10,GRN,M,75,HARBOR LANDING (CFR)
7006519,Michael,Lee,4314,Juniper Ln,4314 Juniper Ln,lakeside,Northgate,20,DEM,F,31,RIVERWALK PH 1
7009814,Emma,Brown,2715,Magnolia St,2715 Magnolia St,Lakeside,Southfield,210,LIB,U,43,HARBOR LANDING (CFR)
7000905,Robert,Lee,7654,Magnolia Trl,7654 Magnolia Trl,LAKESIDE,Southfield,210,REP,M,63,
7004708,Raj,Nguyen,9751,Aspen Trl,9751 Aspen Trl,lakeside,Northgate,20,U,F,65,
7002915,John,Hernandez,5456,Maple Trl,5456 Maple Trl,OAKDALE,Northgate,45,Independent,M,35,OAK HOLLOW UNIT 5
7005926,Mei,Wang,4089,Aspen Way,4089 Aspen Way,RIVERTON,Northgate,20,DEM,F,67,
7004485,Ama,Rossi,6348,Elm Ln,6348 Elm Ln, LAKESIDE ,Southfield,015,IND,,36,AUTUMN GROVE PHASE FOUR
7007119,Patricia,Lee,583,Hawthorn Trl,583 Hawthorn Trl,LAKESIDE,Northgate,30,LIB,F,,AUTUMN GROVE PHASE FOUR
7004634,Robert,Nguyen,3808,Pine St,3808 Pine St, LAKESIDE ,Northgate,30,IND,F,59,OAK HOLLOW UNIT 3
7008953,Raj,Rossi,7461,Oak Ct,7461 Oak Ct,lakeside,Northgate,10,,,20,STONEBRIAR SECTION 4
7007579,Wei,Thomas,4607,Maple Ln,4607 Maple Ln,LAKESIDE,Southfield,015,Independent,F,47,
7001354,Noah,Rodriguez,2853,Sycamore Ct,2853 Sycamore Ct,LAKESIDE,Northgate,10,Independent,M,49,HARBOR LANDING (CFR)
7009503,Michael,Thomas,7310,Aspen Blvd,7310 Aspen Blvd,Lakeside,Northgate,110,NPA,F,28,WILLOW CREEK PHASE TWO (CFR)
7005152,Yuki,Mensah,2279,Magnolia St,2279 Magnolia St,Lakeside,Southfield,030,REP,M,34,OAK HOLLOW UNIT 3
7009728,Liam,Wilson,7637,Cypress Blvd,7637 Cypress Blvd, LAKESIDE ,Northgate,45,REP,M,18,PRESTON RIDGE
7000253,Aisha,Martinez,7974,Cedar Dr,7974 Cedar Dr,lakeside,Southfield,015,Independent,,67,
7006496,Olivia,Rodriguez,230,Magnolia Dr,230 Magnolia Dr,LAKESIDE,Northgate,10,REP,M,91,MEADOWS PHASE ONE
